,Unnamed: 0,University,Department,Overall Pay,LW Ratio,Academic Year,Program Year,Comments,lon,lat,merged,counts,pay_sum,pay_average
396,440,"CUNY , Hunter College",Biology,29872.0,1.0,2018-2019,2nd,Heavy teaching burden.  1/2-2/3 of my salary comes from TA.  Most phd students have to teach from the 2nd year through the end due to PI 's limited budget.  Nearly half of  my time is spent on teaching stuff.,-73.96421600000001,40.767824,False,4,107129.0,26782.25
402,446,University of North Texas Health Science Center,Biomedical Sciences,26185.0,1.2,2020-2021,1st,Waived tuition and fees,-97.370063,32.748751,False,1,26185.0,26185.0
408,452,Michigan Technological University (MTU),Mechanical Engineering,29000.0,1.43,2020-2021,4th,80% insurance is covered ($600 annual payment is required + $500 approx in other fees),-83.24918000000001,42.474756,False,11,238628.0,21693.454545454544
410,454,Northern Arizona University (NAU),Ecosystem Sci & Society Ctr,27500.0,1.18,2020-2021,1st,"$20,000 for the academic year, $7500 summer stipend. Summer amount varies from lab to lab",-111.658162,35.189018,False,15,365960.0,24397.333333333332
414,458,,political science ,18600.0,,2020-2021,1st,,,,False,1,18600.0,18600.0
427,472,Illinois State University (ISU),structural engineering,24000.0,1.06,2020-2021,6th and up,,-88.995827,40.497316999999995,False,6,96281.0,16046.833333333334
435,480,,Math,20950.0,,2020-2021,1st,Also receive SLOAN fellowship and Graduate College Fellowship,,,False,1,20950.0,20950.0
449,495,Eastern New Mexico University,Biology,8500.0,,2019-2020,1st,Assistantships receive no tuition or fee waiver.,-103.3484345,34.17792,False,1,8500.0,8500.0
450,496,Northeastern University (NU),Electrical and Computer Engineering,34200.0,1.19,2019-2020,1st,,-71.087029,42.339604,False,28,760867.0,27173.821428571428
453,499,McGill University | McGill University ,Human Genetics/Kyoto-McGill Genomic Medicine,15000.0,,2019-2020,1st,"Additional $7,000.00 given one time for year spent at Kyoto University",-73.57661250000002,45.50478925,False,11,188700.0,17154.545454545456
459,505,"University of Washington (UW) | University of Washington, Seattle",MCB,38700.0,1.66,2020-2021,,,-122.3076595,47.654538,False,89,2428762.0,27289.460674157304
462,508,Montana State University (MSU),Chemistry and Biochemistry,25000.0,1.19,2020-2021,,350.00 per semester for 6 credits of mandatory fees only!   Health insurance is not covered.,-111.0497855,45.668667,False,12,256430.0,21369.166666666668
467,514,Michigan State University (MSU),media and information,24733.0,1.21,2020-2021,1st,,-84.481719,42.731303000000004,False,57,1411652.0,24765.824561403508
472,519,Drexel University (DU),Electrical Engineering,17820.0,0.74,2020-2021,4th,,-77.039427,38.900665999999994,False,64,1540899.0,24076.546875
473,520,,,29000.0,,2020-2021,,,,,False,1,29000.0,29000.0
476,523,University of Idaho (UI),,12000.0,0.58,2020-2021,1st,,-117.017473,46.72998825000001,False,6,99550.0,16591.666666666668
477,524,,,12000.0,,2020-2021,1st,,,,False,1,12000.0,12000.0
482,530,"University of Arkansas , Fayetteville",Geosciences,25100.0,1.26,2020-2021,1st,,-94.17576700000001,36.070014,False,19,438601.0,23084.263157894737
483,532,Wake Forest University | Wake Forest University (WFU),Chemistry,25225.0,,2020-2021,,,-80.277438,36.135829,False,8,191299.0,23912.375
486,536,Brigham Young University (BYU),Chemistry and Biochemistry,25000.0,1.21,2019-2020,2nd,,-111.6492175,40.2502805,False,3,66000.0,22000.0
487,537,cu ansutlz,biomedical,32000.0,,2020-2021,1st,,,,False,1,32000.0,32000.0
488,538,,biomedical,32000.0,,2020-2021,1st,,,,False,1,32000.0,32000.0
499,550,,Computer Science,24600.0,,2020-2021,1st,,,,False,1,24600.0,24600.0
500,551,Oregon State University (OSU),Computer Science,24600.0,1.18,2020-2021,1st,,-123.27774699999999,44.564894,False,19,400117.0,21058.78947368421
505,556,Rensselaer Polytechnic Institute (RPI),Chemistry & Chemical Biology,30106.0,1.32,2020-2021,1st,,-73.67859899999998,42.7300305,False,19,477299.0,25121.0
507,558,University of Akron | The University of Akron,Counseling Psychology,14000.0,0.71,2020-2021,1st,,-81.51047700000002,41.075425,False,9,157640.0,17515.555555555555
509,561,"University of Colorado , Denver (UCD)",Micro,31000.0,1.38,2020-2021,,,-104.90136899999999,39.760436999999996,False,14,383640.0,27402.85714285714
510,562,"University of Colorado , Anschutz meedical campus | University of Colorado Anschutz Medical Campus",Microbiology,31000.0,,2020-2021,,,-104.836993,39.746907,False,2,59500.0,29750.0
511,564,,,19409.0,,2020-2021,,,,,False,1,19409.0,19409.0
528,582,"Rutgers the State University of New Jersey , Newark | rutgers",Global urban studies,29000.0,1.07,2020-2021,1st,,-74.4107,40.4882,False,13,362026.0,27848.153846153848
546,601,King's College London,Wellcome Trust PhD  Regenerative Medicine,32000.0,,2020-2021,1st,"Average 24816 across 4 years,  10,000 for research consumables, additional 'transition' fund, 23400 for international tuition fees.",-0.116376,51.511627000000004,False,1,32000.0,32000.0
550,605,"University of Colorado , Boulder (UCB)",Chemistry,27868.0,1.09,2020-2021,1st,"Additional taxes taken out over summer, not guaranteed RA, could be a TA over summer. ",-105.2617842,40.006944700000005,False,61,1599181.0,26216.081967213115
555,610,Auburn University (AU),Management,28000.0,1.29,2020-2021,1st,,-85.486436,32.603635,False,17,306873.0,18051.352941176472
562,617,Weill Cornell Medicine,Neuroscience,42000.0,,2019-2020,3rd,,-73.95464875,40.76488575,False,4,162630.0,40657.5
566,621,University of Pittsburgh | university of pittsburgh,chemistry,31000.0,1.5,2020-2021,1st,,-79.9543695,40.443979,False,51,1213833.0,23800.647058823528
568,623,"University of Texas , San Antonio (UTSA)",Cell and Molecular biology,28000.0,1.35,2020-2021,1st,,-98.478763,29.416759999999996,False,6,129313.0,21552.166666666668
571,626,University of Wyoming (UW),Psychology,17000.0,0.82,2020-2021,1st,,-105.5821365,41.313072999999996,False,8,129451.0,16181.375
573,628,George Mason University (GMU),Computer Science,22500.0,0.75,2020-2021,1st,,-82.35062049999998,34.8491945,False,13,260842.0,20064.76923076923
587,642,CUNY Graduate School and University Center,Sociology,26612.0,0.89,2020-2021,1st,,-73.9838295,40.74854000000001,False,40,1039372.0,25984.3
593,648,University of Kentucky (UK),statistics,23200.0,1.14,2018-2019,1st,,-84.50858000000001,38.025426,False,85,1581260.0,18603.058823529413
606,663,California Institute of Technology (Caltech),Electrical Engineering,37500.0,1.45,2020-2021,1st,,-118.125626,34.138344000000004,False,37,1247699.0,33721.59459459459
613,671,New Jersey Institute of Technology,biomedical engineering,26000.0,0.96,2020-2021,1st,,-74.17889100000001,40.742124,False,9,205337.0,22815.222222222223
617,675,Texas Christian University (TCU),Chemistry & Biochemistry,21000.0,0.96,2020-2021,3rd,,-97.37028199999999,32.702296999999994,False,8,164475.0,20559.375
623,681,university of Massachusetts Amherst,mechanical engineering,31000.0,,2019-2020,1st,,-72.527413,42.388894,False,1,31000.0,31000.0
645,707,"University of Massachusetts , Amherst (UMass)","Sociology, PhD",21500.0,0.94,2020-2021,1st,This is a TAship so teaching is reuired from the moment I arrive.,-72.53179300000001,42.388994,False,29,688652.0,23746.620689655174
666,730,,Integrative Biology ,28092.0,,2020-2021,1st,,,,False,1,28092.0,28092.0
670,735,Rochester Institute of Technology (RIT),Imaging Science,26124.0,1.22,2020-2021,3rd,,-77.678388,43.081992,False,5,125458.0,25091.6
688,753,,history,30000.0,,2020-2021,,,,,False,1,30000.0,30000.0
694,760,Boston University (BU),chemistry,36000.0,1.26,2020-2021,1st,,-71.104588,42.350218,False,70,1998307.0,28547.242857142857
697,763,,,29567.0,,2019-2020,1st,,,,False,1,29567.0,29567.0
698,764,University of Rochester (UR),Genetics,29567.0,1.38,2019-2020,1st,,7.4973529999999995,46.308815,False,66,1778720.0,26950.303030303032
702,769,,,34800.0,,2020-2021,,,,,False,1,34800.0,34800.0
707,774,,,21064.0,,2020-2021,,,,,False,1,21064.0,21064.0
722,789,Ohio University,Higher Education,13500.0,,2019-2020,2nd,,-82.0324,39.962196,False,1,13500.0,13500.0
746,817,,,36600.0,,2020-2021,,,,,False,1,36600.0,36600.0
752,823,University of Mississippi Medical Center | University of Mississippi Medical Center ,Cell biology,26000.0,1.28,2020-2021,1st,,-90.174669,32.327884000000005,False,5,130300.0,26060.0
758,830,Cold Spring Harbor Laboratory ,Watson school,36100.0,,2020-2021,1st,"Laptop provided in the first year. 
Gym reimbursement $350/year.
Free health and dental insurance (vision is not free)
$8k/year for lab related expenses such as conference or new equipment.",-73.46703199999999,40.859398,False,8,273550.0,34193.75
762,834,Mississippi State University (MSU),Chemistry ,19400.0,0.89,2020-2021,1st,,-88.794431,33.455133000000004,False,11,186879.0,16989.0
772,844,,School of Information Science,23100.0,,2020-2021,2nd,,,,False,1,23100.0,23100.0
776,851,SUNY Downstate Medical Center,,27600.0,0.93,2020-2021,3rd,,-73.9450875,40.6552505,False,1,27600.0,27600.0
796,873,East Carolina University (ECU),Music,9000.0,0.42,2017-2018,2nd,,-77.321777,35.628977,False,5,93364.0,18672.8
799,876,Cambridge University,Physics,19000.0,,2019-2020,2nd,Basically minimum wage in the UK. Accommodation is $750/month. Livable but can't save any money,0.1204895,52.203256,False,2,33500.0,16750.0
821,902,Ohio University (OU),Environmental and Plant Biology ,18116.0,0.86,2020-2021,4th,,-81.51,41.07,False,29,438524.0,15121.51724137931
824,905,"University of Texas Medical Branch , Galveston",Human Pathophysiology and Translational Medicine,31000.0,1.42,2020-2021,4th,,-94.8085355,29.2844005,False,8,241900.0,30237.5
844,925,"University of Leeds, UK",Psychology,35000.0,,2020-2021,1st,,-1.552503,53.807217,False,2,53406.0,26703.0
865,947,Cornell Tech,Computer Science,40000.0,,2019-2020,3rd,,-73.957107,40.755223,False,1,40000.0,40000.0
866,948,Boston College (BC),Sociology,23000.0,0.82,2019-2020,1st,,-71.16855,42.337410999999996,False,18,442430.0,24579.444444444445
867,950,American University (AU),Communication ,22000.0,0.71,2019-2020,,"Health insurance, subway pass,  subsidized parking, travel stipend",-77.080507,38.945425,False,7,153146.0,21878.0
869,953,King Abdullah University of Science and Technology | KAUST,Red Sea Research Center ,30000.0,,2019-2020,2nd,Tax-free stipend. Also get free housing and annual travel allowance to return to home country. ,39.1049985,22.3095145,False,2,60000.0,30000.0
871,955,Sciences Po,Economics,21560.0,,2018-2019,3rd,We have to pay 440 of tuition annually. ,2.3288220546875,48.8550295703125,False,1,21560.0,21560.0
873,957,University of Barcelona,,15850.0,,2015-2016,5th,,2.1637255,41.38626,False,1,15850.0,15850.0
874,958,University of Bar,,15850.0,,2015-2016,5th,,16.86839875,41.120678000000005,False,1,15850.0,15850.0
881,965,,Chemistry,28000.0,,2019-2020,2nd,,,,False,1,28000.0,28000.0
884,968,St. John's University (SJU),Psychology,16000.0,,2019-2020,3rd,,-3.2101919999999997,39.393854,False,2,31700.0,15850.0
901,989,Bristol,Physics,14256.0,,2015-2016,4th,,-2.58333,51.45,False,1,14256.0,14256.0
909,998,University College Dublin | University college Dublin ,Physics,16620.0,,2019-2020,3rd,,-6.2201315,53.306833,False,5,84292.0,16858.4
912,1001,,Driskill Graduate Program,32000.0,,2017-2018,5th,Benefits provided.,,,False,1,32000.0,32000.0
914,1003,Western Michigan University (WMU),Psychology ,13000.0,0.64,2018-2019,1st,Tuition is paid up to 9 credits ,-85.66996400000001,42.959638,False,5,70484.0,14096.8
933,1025,"Sorbonne , Paris VI",Neuroscience,34306.0,,2015-2016,4th,"Paris, France",2.34410075,48.84731675000001,False,1,34306.0,34306.0
936,1028,Bowling Green State University (BGSU),College of Musical Arts,12500.0,0.67,2016-2017,4th,,-83.63736800000002,41.378682,False,21,300378.0,14303.714285714286
954,1048,Mount Sinai School of Medicine,PhD program,39000.0,1.31,2019-2020,5th,"Basic health insurance included, vision/dental is additional $",-73.952448,40.790284,False,11,410000.0,37272.72727272727
959,1054,University of Massachusetts Dartmouth,Biology,17900.0,,2018-2019,2nd,,-71.006271,41.628854,False,1,17900.0,17900.0
964,1059,Western Sydney University,School of Science/PhD,26600.0,,2019-2020,3rd,,151.07108,-33.84561,False,1,26600.0,26600.0
998,1093,"University of Massachusetts , Lowell (UML)",Criminology and Justice Studies,14620.0,0.52,2019-2020,2nd,I pay part of my health insurance (380) but the majority of it is covered. I also pay for books and materials obviously.,-71.314266,42.641937,False,6,109400.0,18233.333333333332
1005,1100,,Plant and microbial biology,17000.0,,2019-2020,2nd,,,,False,1,17000.0,17000.0
1008,1105,University of Ottawa,Neuroscience,9800.0,,2018-2019,1st,,-75.683077,45.42237,False,5,79800.0,15960.0
1013,1110,Imperial College London,Chemical Engineering,22321.0,,2019-2020,3rd,,-0.1769325,51.4985565,False,4,89836.0,22459.0
1014,1111,universite de montreal | Universite de Montreal,computer science,25000.0,,2019-2020,,,-73.6161915,45.50323450000001,False,2,50000.0,25000.0
1019,1116,University of Sussex ,Life science ,18475.0,,2019-2020,4th,,-0.08701,50.865798,False,1,18475.0,18475.0
1020,1118,KU Leuven,Economics,33000.0,,2018-2019,4th,,4.502031,51.06812,False,2,60959.0,30479.5
1021,1119,"City, University of London",Mathematics,16000.0,,2019-2020,1st,,-0.102364,51.527478,False,1,16000.0,16000.0
1022,1120,University of Warwick (UK),Chemistry,19685.0,,2019-2020,3rd,,-1.561638,52.380857,False,2,40685.0,20342.5
1023,1121,University of Oxford | University of oxford,Chemistry,19700.0,,2019-2020,3rd,,-1.2477805,51.750847500000006,False,4,77858.0,19464.5
1024,1122,"Birkbeck, University of London",Biological sciences,20000.0,,2014-2015,4th,,-0.12975997265625,51.52248393945312,False,1,20000.0,20000.0
1026,1124,University of Birmingham  | University of Birmingham (UK),PhD metallurgy and Materials,19721.0,,2018-2019,1st,,-1.9305515,52.450079,False,2,34902.0,17451.0
1027,1125,Laval university,Forestry ,18000.0,,2019-2020,3rd,,-73.721343,45.558582,False,1,18000.0,18000.0
1029,1127,University of Tokyo,Computer Science ,36000.0,,2019-2020,3rd,,139.761332,35.713013000000004,False,1,36000.0,36000.0
1030,1128,University College London,Physics,22336.0,,2018-2019,1st,,-0.129293625,51.522746416015615,False,3,61536.0,20512.0
1031,1130,University of Cambridge,PhD Psychiatry,22300.0,,2018-2019,3rd,,0.136473,52.186507,False,2,30010.0,15005.0
1033,1132,Irell & Manella Graduate School of Biological Sciences at Beckman Research Institute | Irell and Manella Graduate School of Biological Sciences | Irell and Manella Graduate School of Biological  Sciences,,33850.0,,2017-2018,6th and up,This is the graduate program at the Beckman Research Institute at The City of Hope in Duarte CA,100.301457,5.355946,False,3,101700.0,33900.0
1034,1133,University of Cape Town,Civil Engineering,15500.0,,2018-2019,4th,South Africa's cost of living is not too high. Most PhD grad students get less than this.,18.46,-33.96,False,1,15500.0,15500.0
1038,1139,University of Antwerp,Biology,26440.0,,2012-2013,1st,,4.411748,51.223177500000006,False,1,26440.0,26440.0
1039,1140,Fordham University (FU) | California state university,Economics,23900.0,0.8,2018-2019,2nd,,-117.8846615,33.880694,False,6,148790.0,24798.333333333332
1041,1142,"Scuola Normale Superiore | Scuola normale superiore , Pisa (IT)",Neuroscience,18700.0,,2019-2020,4th,"Health insurance covered, visa fees covered, several months maternity leave, free meals offered from the university canteen. 4 year limit.",10.400176,43.719525,False,2,36340.0,18170.0
1042,1143,"Champalimaud Foundation , Lisbon, Portugal",INDP,12000.0,,2018-2019,2nd,,-9.16667,38.71667,False,1,12000.0,12000.0
1043,1144,Leuphana University,Political science ,17400.0,,2018-2019,3rd,"Three year stipend, untaxed ",10.4007845,53.229231000000006,False,1,17400.0,17400.0
1046,1147,University of Hong Kong | The university of Hong Kong,Education,36223.0,,2018-2019,2nd,3 year programme fully funded with HK Government PhD Fellowship,114.12827549999999,22.2674955,False,3,88373.0,29457.666666666668
1050,1152,Yeshiva University (YU),Neuroscience,33000.0,1.11,2018-2019,6th and up,,29.975071500000002,40.7081765,False,5,167000.0,33400.0
1064,1168,Wichita State University (WSU),Psychology ,11000.0,0.55,2018-2019,5th,Provided in-state tuition at 100% coverage but only because I teach four undergraduate courses with up to 90 students. ,-97.459918,37.753009999999996,False,3,43800.0,14600.0
1068,1174,University of New Mexico (UNM),Biomedical Sciences,22000.0,1.05,2019-2020,5th,,-106.6208755,35.083292,False,8,153286.0,19160.75
1069,1175,University of Turku,TuDMM,25000.0,,2019-2020,3rd,About 1700/month after taxes,22.27,60.45166999999999,False,1,25000.0,25000.0
1072,1181,University of Texas at Austin,Computational Science and Engineering,30000.0,,2019-2020,2nd,NIMS Fellowship,-97.735642,30.2853755,False,2,60000.0,30000.0
1075,1184,University of Mississippi (Ole Miss),BioMolecular Sciences,23300.0,1.08,2018-2019,3rd,,-89.546752,34.358245000000004,False,8,145366.0,18170.75
1081,1191,Saint Louis University,Psychology ,21670.0,,2019-2020,4th,Contract is for 11 months ,120.5977375,16.418310499999997,False,4,92097.0,23024.25
1086,1197,University of New Orleans (UNO),Biology,22400.0,0.97,2017-2018,1st,,-90.066948,30.027503000000003,False,8,127450.0,15931.25
1099,1211,Oakland University (OU),Psychology,15000.0,0.72,2018-2019,,,-79.9557,40.439,False,2,36000.0,18000.0
1101,1214,Stevens Institute of Technology,Computer Science,33000.0,1.24,2019-2020,1st,,-74.0246695,40.7449025,False,5,133875.0,26775.0
1104,1219,Simon Fraser university | Simon Fraser University ,Bpk,17500.0,,2018-2019,4th,,-122.917549,49.279063,False,5,95317.0,19063.4
1109,1225,Rosalind Franklin University of Medicine and Science,Neuroscience,30500.0,1.26,2019-2020,1st,,-87.8581,42.300587,False,1,30500.0,30500.0
1122,1238,University of South Dakota,Biology - Phd ,13530.0,0.68,2019-2020,3rd,"Summer funding isnt guaranteed and depends on if you can get work study. Summer pay usually hovers around $5,000 (for 3 months) but it has been less in the past. 2/3rds of tuition is paid for by the university, but we still pay the other 1/3 + fees. Department RAs pay the same as TAs, but you dont have to teach. We are also not offered health insurance in any form. The salary I entered is only for PhD students, MS students only make $13,289",-96.9252205,42.7860455,False,3,55837.0,18612.333333333332
1132,1248,"CUNY , Queens College",Clinical Psychology,25000.0,0.84,2019-2020,3rd,"I have a Graduate Center Fellowship, other students are tuition fellowship only. All fees are covered by tuition fellowship",-73.821835,40.735942,False,2,51000.0,25500.0
1137,1253,"Duke,NUS, Singapore",,26440.0,,2018-2019,3rd,,103.83419,1.280848,False,1,26440.0,26440.0
1139,1255,James Cook University,College of Science,22650.0,,2019-2020,4th,"Australian University, therefore gross pay is in Australian Dollars",146.75704199999998,-19.327192999999998,False,1,22650.0,22650.0
1146,1262,,Medical Microbiology and Infectious Diseases,18700.0,,2018-2019,4th,"1st and 2nd year cost $14,000. And the stipend is still the same",,,False,1,18700.0,18700.0
1147,1264,University of Manitoba | University of Manitoba ,Medical Microbiology and Infectious Diseases,18700.0,,2018-2019,4th,"1st and 2nd year cost $14,000. And the stipend is still the same",-97.1341575,49.8091545,False,4,72600.0,18150.0
1151,1269,,,17500.0,,2015-2016,4th,,,,False,1,17500.0,17500.0
1152,1270,,,9000.0,,2011-2012,3rd,,,,False,1,9000.0,9000.0
1153,1271,University of Montreal,Biology,10500.0,,2014-2015,1st,,-73.560142,45.510265999999994,False,1,10500.0,10500.0
1189,1311,Osaka University,Immunology Frontier Research Center,18400.0,,2017-2018,3rd,,135.520052,34.823534,False,1,18400.0,18400.0
1195,1317,University of Calgary,Computer Science,37525.0,,2019-2020,4th,,-114.128802,51.07774375,False,3,75525.0,25175.0
1196,1318,University of Auckland,Biological Sciences,18800.0,,2019-2020,2nd,,174.769619,-36.851942,False,2,33800.0,16900.0
1203,1325,Universite Laval,Nutrition,27000.0,,2017-2018,1st,,-71.27570800000002,46.7812205,False,1,27000.0,27000.0
1205,1327,University of Exeter,Politics,28187.0,,2019-2020,2nd,Wellcome Trust Studentship,-3.53471625,50.735925125,False,2,47787.0,23893.5
1208,1330,Saarland University,Language Science and Technology,35985.0,,2018-2019,3rd,,7.0416205000000005,49.2552315,False,2,75485.0,37742.5
1214,1336,Wake Forest School of Medicine,Biomedical Engineering,29651.0,,2019-2020,3rd,"Note that there can be confusion regarding Wake Forest University. Graduate students in the biomedical sciences program of the Wake Forest University Graduate School of Arts and Sciences are NOT financially affiliated with Wake Forest University.  We are financially connected to the Wake Forest School of Medicine and make higher stipends than graduate students at Wake Forest University.
Note that insurance is an extra $302.42 per month, vision insurance is $141.36 per year, and dental insurance is $535.30 per year.",-80.266562,36.089428000000005,False,1,29651.0,29651.0
1216,1338,Oregon Health and Science University,PMCB,30000.0,1.28,2018-2019,,,-122.68649575,45.49915725,False,19,549089.0,28899.42105263158
1218,1340,"The University of Melbourne, Australia",Melbourne School of Psychological Sciences ,30000.0,,2016-2017,3rd,,145.021664,-37.828897,False,1,30000.0,30000.0
1219,1341,University of Saskatchewan ,Veterinary Microbiology ,10593.0,,2019-2020,4th,,-106.633973,52.1304975,False,3,60093.0,20031.0
1220,1342,Goldsmiths,Psychology,22000.0,,2019-2020,1st,,-0.0371685,51.4748595,False,1,22000.0,22000.0
1222,1344,,Earth and Environmental Sciences,33656.0,,2019-2020,1st,The fee is for health insurance and $30 for the graduate student union fee. I dont pay tuition. ,,,False,1,33656.0,33656.0
1223,1345,Wesleyan University,Earth and Environmental Sciences,33656.0,1.34,2019-2020,1st,The fee is for health insurance and $30 for the graduate student union fee. I dont pay tuition. ,120.97546200000001,15.484891000000001,False,8,246207.0,30775.875
1229,1352,"University of Arizona College of Medicine,Phoenix",Clinical Translational Science ,25000.0,,2019-2020,2nd,,-110.946481,32.239905,False,1,25000.0,25000.0
1236,1360,"University of Nottingham, UK",Psychology,23000.0,,2015-2016,3rd,tax free,-1.198199,52.939216,False,3,63600.0,21200.0
1241,1365,,Biological Sciences,16547.0,,2018-2019,3rd,,,,False,1,16547.0,16547.0
1246,1372,"University of Texas , El Paso (UTEP)",Biological Sciences,16260.0,0.78,2018-2019,3rd,,-106.50516200000001,31.767388,False,8,133760.0,16720.0
1247,1373,St. Louis University (SLU),Experimental Psychology,21650.0,1.05,2019-2020,1st,"We are actually paid for 11 months out of the year, not 12. For our program, guaranteed funding through the department for first two years and then you're expected to work with faculty to find other assistantships throughout campus. ",17.0433125,54.452358,False,7,137000.0,19571.428571428572
1252,1378,University of Maine,School of Forest Resources,19300.0,0.9,2019-2020,1st,,-67.457369,44.7097515,False,9,183609.0,20401.0
1259,1385,"University of New South Wales | University of New South Wales, Sydney",Biology,41820.0,,2018-2019,2nd,,151.231356,-33.917295,False,3,94920.0,31640.0
1265,1391,Boise State University (BSU),Geosciences,28000.0,1.43,2018-2019,3rd,,-116.20598899999999,43.604246,False,6,131000.0,21833.333333333332
1267,1394,McMaster University | mcmaster university,Health Research Methods,15000.0,,2019-2020,,Canadian,-79.9191015,43.262097499999996,False,6,93418.0,15569.666666666666
1279,1409,Memorial University,Geography,19500.0,,2018-2019,4th,Excludes TA pay which  is not guranteed every semester. ,-81.08945025,32.030139250000005,False,1,19500.0,19500.0
1282,1412,New Mexico Institute of Mining and Technology,Physics/Atmospheric,22500.0,1.39,2013-2014,6th and up,This includes tuition and fees,-106.905247,34.067465000000006,False,3,66570.0,22190.0
1284,1414,,Physics/Atmospheric,22500.0,,2013-2014,6th and up,This includes tuition and fees,,,False,1,22500.0,22500.0
1285,1415,Texas A&M University at Galveston,MARB ,14150.0,,2019-2020,5th,,-94.8179335,29.3153665,False,1,14150.0,14150.0
1287,1417,Loyola University Chicago (LUC),College of Education,16000.0,0.73,2014-2015,3rd,,-87.66022,41.997427,False,15,361833.0,24122.2
1292,1422,"Victoria University of Wellington, NZ",Ferrier Research Institute,27500.0,,2019-2020,3rd,Price in NZD,174.77722,-41.28889,False,1,27500.0,27500.0
1293,1423,University of Toledo | The University of Toledo,School of Exercise and Rehabilitation Sciences,14100.0,0.75,2019-2020,4th,,-83.61460037500002,41.660675,False,18,359192.0,19955.11111111111
1299,1429,"Indiana University, Purdue University , Indianapolis (IUPUI)",MSME,14600.0,0.71,2019-2020,1st,,-86.1744085,39.7740625,False,6,164600.0,27433.333333333332
1306,1436,"University of Massachusetts Medical Center , Worcester",,32000.0,1.42,2019-2020,1st,,-71.76302050000002,42.2771775,False,5,154500.0,30900.0
1309,1439,"Louisiana State University School of Medicine , New Orleans",Cell Biology and Anatomy ,22700.0,0.99,2018-2019,3rd,"Our health insurance is very, very expensive.  Even though we are graduate students and do not interact with patients, we are required to opt into insurance that covers far too much. ",-90.078947,29.956402,False,3,68900.0,22966.666666666668
1310,1440,The University of Queensland ,School of Psychology,27300.0,,2018-2019,2nd,$AUD not $USD,153.014115,-27.49818525,False,1,27300.0,27300.0
1314,1444,"Cedars,Sinai Medical Sciences, Los Angeles",Biomedical Sciences,41000.0,,2018-2019,2nd,Benefits are additional (health insurance/ PTO/ sick leave),-118.2439,34.0544,False,1,41000.0,41000.0
1317,1447,Queensland University of Technology (QUT),Medical Engineering,19500.0,,2018-2019,1st,Australian universities have 3-3.5 year PhD programs ,144.550390100876,-22.572791380199998,False,1,19500.0,19500.0
1325,1455,Central European University,Network and Data Science,9950.0,,2018-2019,3rd,,19.049355,47.501104,False,1,9950.0,9950.0
1339,1469,University of Edinburrgh | University of Edinburgh,Astronomy,14000.0,,2017-2018,4th,,-3.18805,55.944954,False,3,59230.0,19743.333333333332
1342,1472,Utah State University (USU),Wildland Resources,18000.0,0.87,2019-2020,1st,"Use my parents insurance, but dont get the money set aside for my grad student insurance added back.",-110.80357450000001,39.607901500000004,False,17,341161.0,20068.29411764706
1343,1473,,Department of Materials,19500.0,,2019-2020,3rd,,,,False,1,19500.0,19500.0
1349,1481,"University of Dublin, Trinity college Dublin ",Bioengineering ,11000.0,,2019-2020,1st,"No tax, fee is taken from the scholarship ",-6.24606,53.343527,False,1,11000.0,11000.0
1354,1486,Maynooth University ,biology,19856.0,,2018-2019,2nd,,-6.5976325,53.380368,False,1,19856.0,19856.0
1367,1501,,SOCIOLOGY,9000.0,,2018-2019,,,,,False,1,9000.0,9000.0
1368,1502,University of Brighton ,Humanities,20280.0,,2018-2019,3rd,That is the AHRC base rate plus a 500 extra for doing a collaborative doctoral award. I get paid to teach on top of that if I choose to and also have access to around 4000 in research costs.,-0.11920499999999999,50.842465000000004,False,1,20280.0,20280.0
1375,1509,Inrs,Biology,21600.0,,2018-2019,4th,,-9.513129,53.064235,False,1,21600.0,21600.0
1389,1523,"CUNY , City College",Biology,29000.0,0.98,2019-2020,3rd,~$15 per month for health insurance ,-118.14,33.83,False,6,175136.0,29189.333333333332
1400,1534,Rockefeller University,Biological Sciences,41700.0,1.4,2018-2019,5th,,-73.9559165,40.76267350000001,False,7,275530.0,39361.42857142857
1405,1539,East Tennessee State University (ETSU) | Middle Tennessee State University (MTSU),Psychology,13000.0,0.64,2019-2020,1st,,-82.36827,36.303511,False,6,85020.0,14170.0
1434,1572,,Molecular Biology,37100.0,,2018-2019,1st,,,,False,1,37100.0,37100.0
1449,1587,Gerstner Sloan Kettering Graduate School of Biomedical Sciences,Cancer Biology,41000.0,,2019-2020,,"Includes insurance, housing is subsidized",-73.956627,40.765097999999995,False,1,41000.0,41000.0
1450,1588,Texas Woman's University | Texas Woman's University ,Biology,8700.0,,2018-2019,4th,Our fees are to be paid by the students.,-97.135562,33.229271999999995,False,2,20700.0,10350.0
1452,1590,Strathclyde,Chemistry,18907.0,,2018-2019,1st,,-4.242755000000001,55.863002,False,1,18907.0,18907.0
1453,1591,Lehigh University,Biological sciences ,25000.0,1.12,2018-2019,5th,,-75.37728299999999,40.607046000000004,False,11,262190.0,23835.454545454544
1460,1598,University of South Florida (USF),Anthropology,17200.0,,2018-2019,2nd,Not allowed to seek additional employment,-82.41196400000003,28.057515,False,12,286200.0,23850.0
1461,1599,"CINVESTAV del IPN, Mexico",LANGEBIO - UGA,15408.0,,2018-2019,,CONACYT scholarship,-100.20855999999999,25.687751000000002,False,1,15408.0,15408.0
